Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"click(findTestObject(""Object Repository/TC_Amazon_Home_004_OR/Page_Amazon.com  sandals/span_Womens Luna Cork Footbed Sandal With Comfort""))",Chrome 121.0.0.0,,,07-02-2024 19:40:06,07-02-2024 19:40:12,5.433s,PASSED
"click(findTestObject(""Object Repository/TC_Amazon_Home_004_OR/Page_Amazon.com Shopping Cart/a_2                                        _15cda4""))",Chrome 121.0.0.0,,,07-02-2024 19:40:12,07-02-2024 19:40:15,3.387s,PASSED
Start listener action : sampleAfterTestCase,Chrome 121.0.0.0,,,07-02-2024 19:40:15,07-02-2024 19:40:19,4.221s,PASSED
,,,,,,,
Test Cases/TC_Amazon_Home_005,Chrome 121.0.0.0,,,07-02-2024 19:40:19,07-02-2024 19:40:57,37.523s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 121.0.0.0,,,07-02-2024 19:40:19,07-02-2024 19:40:23,4.085s,PASSED
"click(findTestObject(""Object Repository/TC_Amazon_Home_005_OR/Page_Amazon.com. Spend less. Smile more/input_field-keywords""))",Chrome 121.0.0.0,,,07-02-2024 19:40:24,07-02-2024 19:40:28,4.599s,PASSED
"click(findTestObject(""Object Repository/TC_Amazon_Home_005_OR/Page_Amazon.com. Spend less. Smile more/span_valentines day gifts for her""))",Chrome 121.0.0.0,,,07-02-2024 19:40:28,07-02-2024 19:40:37,9.220s,PASSED
"click(findTestObject(""Object Repository/TC_Amazon_Home_005_OR/Page_Amazon.com  valentines day gifts for her/span_ASELFAD Preserved Real Red Rose with I_147d3e""))",Chrome 121.0.0.0,,,07-02-2024 19:40:37,07-02-2024 19:40:49,11.559s,PASSED
"click(findTestObject(""Object Repository/TC_Amazon_Home_005_OR/Page_Amazon.com ASELFAD Preserved Real Red _9e0ee3/span_5,687 ratings""))",Chrome 121.0.0.0,,,07-02-2024 19:40:49,07-02-2024 19:40:51,2.330s,PASSED
"verifyElementText(findTestObject(""Object Repository/TC_Amazon_Home_005_OR/Page_Amazon.com ASELFAD Preserved Real Red _9e0ee3/h3_Top reviews from the United States""), ""Top reviews from the United States"")",Chrome 121.0.0.0,,,07-02-2024 19:40:51,07-02-2024 19:40:53,1.578s,PASSED
Start listener action : sampleAfterTestCase,Chrome 121.0.0.0,,,07-02-2024 19:40:53,07-02-2024 19:40:57,3.922s,PASSED
